 SHA,PCT,PRACTICE,BNF CODE,BNF NAME                                    ,ITEMS  ,NIC        ,ACT COST   ,QUANTITY,PERIOD,                 
Q63,07Q,G84628,0601012D0BBAVBZ,Ins Humulin M3_KwikPen 100u/ml 3ml PfPen,1,21.7,20.09,5,201708,                  
Q54,05Y,M91009,0204000E0AAAGAG,Atenolol_Tab 25mg                       ,17,21.76,20.32,896,201708,                  
Q57,06T,F81133,0703021Q0BBAAAA,Cerazette_Tab 75mcg                     ,1,19.1,17.69,168,201708,                  
Q66,99P,L83048,0403030X0AAACAC,Escitalopram_Tab 5mg                    ,1,1.9,1.77,56,201708,                  
Q70,11A,J82139,0704010V0AAAAAA,Tamsulosin/Dutasteride HCl_Cap 0.4/0.5mg,48,1027.99,953.69,1298,201708,                  
Q47,02G,P81138,1202010U0AAAAAA,Mometasone Fur_Aq N/Spy 50mcg (140 D)   ,8,14.32,13.35,8,201708,                  
Q56,06L,D83024,0107020J0BFADAF,Uniroid Hc_Suppos                       ,1,1.91,1.78,12,201708,                  
Q66,99P,L83136,0411000E0AAAAAA,Rivastigmine_Cap 1.5mg                  ,1,3.92,3.64,56,201708,                  
Q52,03G,B86092,0501021M0AAABAB,Cefradine_Cap 500mg                     ,1,3.03,2.82,20,201708,                  
Q50,03M,B82106,1306010Y0AAABAB,Benzoyl Per/Clindamycin Phos_Gel 3%/1%  ,1,13.14,12.17,30,201708,                  
Q65,12A,L81042,22150451500,B.Braun_Flow Faecal Collector           ,2,124.86,115.53,45,201708,                  
Q57,06Q,F81105,0601012S0BIADAI,Ins Insuman Basal SoloStar_3ml Pf Pen   ,1,39.6,36.65,10,201708,                  
Q50,02Y,B81121,0106040N0BDAAAD,Cleen_Enem Phos 133ml                   ,1,1.36,1.27,2,201708,                  
Q68,10C,H81082,0703010P0BBAAAA,Logynon_Tab                             ,1,7.64,7.11,126,201708,                  
Q53,05J,M81082,20030100220,C-View 6cm x 7cm VP Adh Film Dress      ,1,3.8,3.53,10,201708,                  
Q59,04Q,C83030,0403040X0AAAPAP,Mirtazapine_Tab 45mg                    ,26,94.22,87.21,658,201708,                  
Q51,03N,C88036,0604011G0BCADBA,Estraderm MX 25_Patch                   ,2,11,10.2,16,201708,                  
Q61,07M,E83028,0408020W0BBACAC,Buccolam_Oromuc Soln 7.5mg/1.5ml OralPfs,1,44.5,41.29,2,201708,                  
Q56,06H,D81624,0302000C0BJAFBH,Qvar 100 E-Breathe_Inha 100mcg (200 D)  ,1,16.95,15.7,1,201708,                  
Q68,10C,H81013,0904010H0BJAPAA,Glutafin Select_G/F Seeded Loaf         ,3,81.84,75.76,8800,201708,                  
Q53,05A,M84020,0601023AIAAAAAA,Lixisenatide_Inj 20mcg/0.2ml 3ml Pf Pen ,4,260.69,241.35,9,201708,                  
Q65,12A,L81050,0302000N0BBASAS,Flixotide_Accuhaler 100mcg (60 D)       ,1,8,7.41,1,201708,                  
Q66,99P,L83112,0205052I0AAAAAA,Irbesartan_Tab 75mg                     ,1,1.82,1.7,56,201708,                  
Q67,99J,G82152,1306010F0BBABAB,Dalacin T_Top Lot 1%                    ,1,5.08,4.71,30,201708,                  
Q56,06L,D83084,23961009677,Coloplast_Sensura S/Seal M/chamb Urost B,1,179.4,166,30,201708,                  
Q58,06N,E82091,1001010P0AAADAD,Naproxen_Tab 250mg                      ,104,187.2,176.22,6164,201708,                  
Q61,08N,F86022,21011300109,Premier Prestige Nitrile Blue Gloves Sml,2,27.2,25.17,600,201708,                  
Q53,05A,M86033,22600956000,CliniSupplies_ProSys Night Bag Slide Out,4,69.83,64.72,58,201708,                  
Q59,03T,C83060,0302000K0AAALAL,Budesonide/Formoterol Inh B/A 100/6(120D,2,66,61.09,2,201708,                  
Q51,03N,C88024,0403040Y0AAAAAA,Duloxetine HCl_Cap G/R 30mg             ,20,48,44.66,672,201708,                  
Q57,07H,F81015,0403020K0AAAAAA,Moclobemide_Tab 150mg                   ,1,110.5,102.24,150,201708,                  
Q66,99Q,L83014,0407020Q0BKABEG,Zomorph_Cap 30mg                        ,17,133.37,124.79,964,201708,                  
Q52,03R,B87040,0101021B0BEAIAL,Gaviscon Advance_Liq (Aniseed) (Reckitt),6,42.36,39.27,3600,201708,                  
Q54,05L,M88610,1001040C0AAABAB,Allopurinol_Tab 300mg                   ,7,9.47,8.95,340,201708,                  
Q66,99P,L83006,0103050P0AAAEAE,Omeprazole_Cap E/C 40mg                 ,12,36.85,34.24,385,201708,                  
Q61,08N,F86060,0304010ABAAAAAA,Desloratadine_Tab 5mg                   ,7,11.73,11.23,348,201708,                  
Q44,12F,N85024,21010900430,Needle Clipping (Chopping) Dev          ,1,1.47,1.37,1,201708,                  
Q49,00P,A89014,21010900804,GlucoRX FinePoint Needles Pen Inj Screw ,1,5.95,5.52,100,201708,                  
Q61,08M,F84739,0601023AQAAABAB,Dulaglutide_Inj 1.5mg/0.5ml Pf Dev      ,1,73.25,67.79,4,201708,                  
Q67,09W,G82014,0601023B0AAAAAA,Pioglitazone HCl_Tab 15mg               ,2,2.73,2.55,84,201708,                  
Q58,04G,K83024,090502100BPAAAA,Phos-Sandoz_Tab Eff                     ,1,9.86,9.24,60,201708,                  
Q52,03J,B85012,0403040Y0AAAAAA,Duloxetine HCl_Cap G/R 30mg             ,15,41.97,40.36,196,201709,                  
Q47,02M,Y03870,21220000100,Epaderm Oint                            ,1,6.53,6.06,500,201709,                  
Q51,03N,C88041,0906040G0CJAACS,Desunin_Tab 800u                        ,103,248.52,241.46,2071,201709,                  
Q46,01Y,P89012,1304000V0AACMCM,Hydrocort/Oxytetracycline HCl_Oint 1%/3%,1,5.01,4.65,30,201709,                  
Q55,04H,C84087,0408010C0AAACAC,Carbamazepine_Tab 200mg                 ,5,11.49,11.11,252,201709,                  
Q46,01Y,P89004,1002020C0AAAIAI,Baclofen_Tab 10mg                       ,3,5.9,5.8,378,201709,                  
Q66,11N,L82058,1309000C0BJAAAN,Neutrogena_T/Gel Therapeutic Shampoo 2% ,1,23.44,21.73,1000,201709,                  
Q66,99P,L83086,0301020Q0AAAAAA,Tiotropium_Pdr For Inh Cap 18mcg + Dev  ,6,209.22,193.86,180,201709,                  
Q55,04L,Y05432,23944809533,ConvaTec_C/Sive Natura Urost Pch Accu Ta,1,58.36,54.06,20,201709,                  
Q50,03H,B81603,0501030L0BBABAB,Tetralysal 300_Cap                      ,1,6.95,6.45,28,201709,                  
Q58,06P,E81631,0906040G0DGAADI,TheiCal D-3_Tab Chble 1000mg/880u       ,16,47.2,43.92,480,201709,                  
Q49,13T,A86030,0107010Z0BCABAF,Anusol_Oint                             ,1,2.45,2.28,25,201709,                  
Q56,06L,D83053,0304030C0BEAAA2,Epipen Jr_Auto-Inj 1/2000 0.5mg/ml 0.3ml,2,105.8,98,4,201709,                  
Q56,06V,D82030,0407020Q0BBAKCG,MST Continus_Tab 5mg                    ,2,6.58,6.12,120,201709,                  
Q47,01K,A82005,1310012Q0AAAAAA,Sod Fusidate_Oint 2%                    ,1,2.68,2.49,15,201709,                  
Q60,05W,M83714,0408010C0BBAEAG,Tegretol Prolonged Release_Tab 200mg M/R,1,10.4,9.65,112,201709,                  
Q52,02N,B83023,0301020S0AAAAAA,Glycopyrronium Brom_Inh Cap 55mcg + Dev ,5,165,152.91,180,201709,                  
Q47,00R,P81115,0102000P0BCABAB,Colofac_Tab 135mg                       ,1,7.58,7.13,84,201709,                  
Q46,00Y,P85010,0302000C0BPADBW,Clenil Modulite_Inha 250mcg (200D)      ,1,16.29,15.1,1,201709,                  
Q46,14L,P84645,090402000BBUBA0,Fortisip Compact Protein_Liq (6 Flav)   ,2,224,207.52,14000,201709,                  
Q63,08T,H85618,0403040W0BNABAK,Venlalic XL_Tab 150mg                   ,1,18.7,17.33,30,201709,                  
Q56,06H,D81086,0906026M0AAAGAG,Thiamine HCl_Tab 100mg                  ,140,186.9,188.89,3044,201709,                  
Q56,06Y,D82036,0407020C0AAADAD,Codeine Phos_Tab 15mg                   ,21,27.42,25.73,914,201709,                  
Q52,02T,B84011,0205051R0AAABAB,Ramipril_Cap 2.5mg                      ,189,238.75,228.49,4949,201709,                  
Q57,99F,F81061,1001030U0AAABAB,Methotrexate_Tab 2.5mg                  ,39,61.33,60.68,1068,201709,                  
Q67,99J,G82022,1003020AAAAABAB,Capsaicin_Crm 0.025%                    ,1,17.71,16.42,45,201709,                  
Q63,08X,H85047,0501012G0AAAFAF,Fluclox Sod_Oral Soln 125mg/5ml         ,2,19.4,18,400,201709,                  
Q51,02P,C85007,0409020C0AAACAC,Trihexyphenidyl HCl_Oral Soln 5mg/5ml   ,1,22,20.39,200,201709,                  
Q55,04R,C81005,0408010H0AAABAB,Lamotrigine_Tab 50mg                    ,15,27.32,26.02,1204,201709,                  
Q56,06V,D82628,0206030N0AAAAAA,Nicorandil_Tab 10mg                     ,8,16.47,15.3,540,201709,                  
Q47,00X,P81083,0204000T0AAABAB,Sotalol HCl_Tab 40mg                    ,3,5.76,5.37,168,201709,                  
Q70,11A,J82190,1306010Y0AAABAB,Benzoyl Per/Clindamycin Phos_Gel 3%/1%  ,1,13.14,12.18,30,201709,                  
Q67,99J,G82141,1304000V0AAADAD,Hydrocort_Crm 1%                        ,5,6.64,6.16,120,201709,                  
Q68,09X,H82017,21220000100,Epaderm Oint                            ,17,118.94,110.38,8500,201709,                  
Q48,01J,N83009,1502010J0AAELEL,Lido_Medic Plastr 5%                    ,3,217.2,201.24,90,201709,                  
Q69,RWX,Y00623,1001010C0AAAUAU,Diclofenac Sod_Suppos 50mg              ,2,4.08,3.8,20,201709,                  
Q46,02H,P92001,0302000N0BCACAZ,Seretide 500_Accuhaler 500mcg/50mcg(60D),1,40.92,37.92,1,201709,                  
Q56,06M,D83011,0501130R0AAACAC,Nitrofurantoin_Oral Susp 25mg/5ml S/F   ,1,446.95,414.03,300,201709,                  
Q46,01W,P88015,040201030AAAKAK,Risperidone_Tab 500mcg                  ,3,2.91,3.03,84,201709,                  
Q45,00K,A81007,22600506003,Bard_Uriplan Collection Bag             ,4,31.56,29.28,120,201709,                  
Q70,11J,J81014,23941009440,Coloplast_Assura B/Plt + 10mm S/H 50mm (,1,34.14,31.62,10,201709,                  
Q67,09J,G82122,1302010F0AAADAD,Emulsif_Oint                            ,1,2.68,2.49,500,201709,                  
Q62,08G,E86005,0206020C0BIAAAU,Slozem 120_Cap 120mg                    ,3,21,19.49,84,201709,                  
Q51,03N,C88069,0407010H0AAAWAW,Paracet_Oral Susp Paed 120mg/5ml S/F    ,9,16.66,15.54,1400,201709,                  
Q65,11H,L81098,1104010W0BBAAAA,Lotemax_Eye Dps 0.5%                    ,1,5.5,5.11,5,201709,                  
Q53,05A,M84012,0106070A0AAABAB,Prucalopride_Tab 2mg                    ,4,238.08,220.59,112,201709,                  
Q46,00T,P82036,0401010ADBBAAAA,Circadin_Tab 2mg M/R                    ,2,45.14,41.93,88,201709,                  
Q55,03X,C81026,1003020P0BDAAAC,Ibugel_Gel 5%                           ,1,4.87,4.52,100,201709,                  
Q70,11J,J81036,20120000100,Gz Swabs BP 10cm x 10cm                 ,2,11.68,10.85,800,201709,                  
Q55,04J,C81074,0403010X0AAABAB,Trazodone HCl_Cap 100mg                 ,3,12.45,11.87,42,201709,                  
Q63,07V,Y02962,1306010Y0BBAAAA,Duac_Once Daily Gel (5% and 1%)         ,1,26.28,24.36,60,201709,                  
Q45,00D,A83042,0206020C0BFAFAE,Adizem-XL_Cap 300mg                     ,2,18.28,16.96,56,201709,                  
Q47,02M,P81210,23150901501,CliniMed_Appeel No Sting Medical Adh Rem,2,31.4,29.1,60,201709,                  
Q57,99E,F81215,0408010AKBBABAB,Fycompa_Tab 4mg                         ,1,140,129.7,28,201709,                  
Q62,08G,E86005,0502010C0AAAAAA,Itraconazole_Cap 100mg                  ,1,2.66,2.58,14,201709,                  
Q48,99A,N82103,0408010A0BBADAH,Keppra_Oral Soln 100mg/ml               ,1,66.95,62.03,300,201709,                  
Q44,02E,N81059,0205040D0AAAAAA,Doxazosin Mesil_Tab 1mg                 ,6,5.2,4.89,224,201709,                  
Q46,01W,P88600,0302000N0BCAEBF,Seretide 125_Evohaler 125mcg/25mcg(120D),4,210,194.58,6,201709,                  
Q63,08Q,Y04690,0411000E0AAAGAG,Rivastigmine_TransdermalPatch9.5mg/24hrs,1,30.02,27.82,30,201709,                  
Q60,05Q,M83018,0501021L0AAAAAA,Cefalexin_Cap 250mg                     ,5,8.22,7.87,209,201709,                  
Q62,07P,E84669,1106000AIAAAAAA,Bimatoprost/Timolol_Eye Dps 300mcg/5mg  ,3,70.8,65.62,15,201709,                  
Q63,08L,G85124,0407020B0BQAAAH,Bupramyl_Transdermal Patch 5mcg/hr      ,1,7.04,6.53,4,201709,                  
Q51,03N,C88033,0107010Z0BCABAF,Anusol_Oint                             ,1,2.45,2.28,25,201709,                  
Q58,06K,E82086,0206020C0BBACAS,Tildiem Ret 120_Tab 120mg               ,2,10.73,10.05,84,201709,                  
Q48,01T,N84038,0204000R0AAABAB,Propranolol HCl_Cap 160mg M/R           ,7,39.04,36.45,224,201709,                  
Q55,04R,C81035,0403040X0AAAPAP,Mirtazapine_Tab 45mg                    ,23,87.21,81.37,609,201709,                  
Q46,01W,P88015,0605010S0BBAXBP,Genotropin GoQuick_Inj 5.3mg Pfs Cart   ,1,184.3,170.75,2,201709,                  
